"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","individualCount","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","coordinateUncertaintyInMeters","elevation","elevationAccuracy","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","license","isSequenced","identifier","facts","relations","isInCluster","datasetID","datasetName","recordedBy","nucleotideSequence","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","identifier.1","catalogNumber","institutionID","nomenclaturalCode","institutionCode","http...unknown.org.crawl_attempt","locality","gbifID","language","collectionCode","occurrenceID","type","name","infraspecificEpithet","institutionKey","collectionKey","preparations","http...unknown.org.localId","habitat","verbatimEventDate","municipality","disposition","reproductiveCondition","verbatimTaxonRank","identifiedBy","recordNumber","fieldNumber","projectId","dynamicProperties","eventRemarks","fieldNotes","identificationRemarks","depth","depthAccuracy","rightsHolder","ownerInstitutionCode","occurrenceRemarks","collectionID","networkKeys","higherGeography","recordedByIDs.type","recordedByIDs.value","http...unknown.org.declaredCount","higherClassification","dateIdentified","georeferencedBy","county","verbatimCoordinateSystem","http...unknown.org.griddedDataset","taxonID","verbatimIdentification","acceptedNameUsageID","bibliographicCitation","gadm","previousIdentifications","locationID","typeStatus","otherCatalogNumbers","http...unknown.org.dateLastUpdated","http...unknown.org.code","http...unknown.org.conceptualSchema","http...unknown.org.maxSearchResponseRecords","identificationID","coordinatePrecision","references","verbatimElevation","georeferenceRemarks","accessRights","locationRemarks","organismQuantity","organismQuantityType","http...unknown.org.download","datasetTitle","http...unknown.org.orphanEndpoint","http...unknown.org.status"
"3713852184","Ononis tridentata L.",37.59,-2.74,"cdc,gass84,mdativ,osiic,incomis,inmafu","83504144-f762-11e1-a439-00145eb45e9a","c1564d80-1b9d-471c-b84d-8d5dd2efbf0a","2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6","6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862","ES","EML","2026-04-18T01:37:24.938+00:00","2026-04-24T07:24:15.507+00:00",344,"PRESERVED_SPECIMEN",1,"PRESENT",2977272,6,7707728,220,1370,5386,2977094,2977272,2977272,"Ononis tridentata L.","Plantae","Tracheophyta","Fabales","Fabaceae","Ononis","Ononis tridentata","Ononis","tridentata","SPECIES","ACCEPTED",707,NA,NA,"EUROPE","Granada",2003,10,22,"2003-10-22",295,295,NA,"2026-04-24T07:24:15.507+00:00","http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,"06B3A3FD-E5B1-40F8-BEB1-5E872875C132","none","none",FALSE,NA,"Herbario de la Universidad de Almería","J. Cabello & D. Alcaraz","none","WGS84","Magnoliopsida","ES","none","none","EUROPE","Spain","EUROPE","06B3A3FD-E5B1-40F8-BEB1-5E872875C132","16381-1",NA,NA,"JP","350","Cueva de la Luna","3713852184","es","HUAL","06B3A3FD-E5B1-40F8-BEB1-5E872875C132","PhysicalObject","Ononis tridentata L.",NA,"a8343e51-cda3-4e7a-9eb6-4431f432fde4",NA,"Pliego","HUAL",NA,"22/10/2003","Baza",NA,NA,NA,"J. Cabello",NA,NA,"HUAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3713858766","Ononis tridentata L.",37.59,-2.74,"cdc,gass84,mdativ,osiic,incomis,inmafu","83504144-f762-11e1-a439-00145eb45e9a","c1564d80-1b9d-471c-b84d-8d5dd2efbf0a","2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6","6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862","ES","EML","2026-04-18T01:37:24.938+00:00","2026-04-24T07:24:31.234+00:00",344,"PRESERVED_SPECIMEN",1,"PRESENT",2977272,6,7707728,220,1370,5386,2977094,2977272,2977272,"Ononis tridentata L.","Plantae","Tracheophyta","Fabales","Fabaceae","Ononis","Ononis tridentata","Ononis","tridentata","SPECIES","ACCEPTED",707,NA,NA,"EUROPE","Granada",2003,10,22,"2003-10-22",295,295,NA,"2026-04-24T07:24:31.234+00:00","http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,"EF1E3FF2-2205-4EA8-86E1-018E9BDC9EA3","none","none",FALSE,NA,"Herbario de la Universidad de Almería","J. Cabello & D. Alcaraz","none","WGS84","Magnoliopsida","ES","none","none","EUROPE","Spain","EUROPE","EF1E3FF2-2205-4EA8-86E1-018E9BDC9EA3","16380-1",NA,NA,"JP","350","Cueva de la Luna","3713858766","es","HUAL","EF1E3FF2-2205-4EA8-86E1-018E9BDC9EA3","PhysicalObject","Ononis tridentata L.",NA,"a8343e51-cda3-4e7a-9eb6-4431f432fde4",NA,"Pliego","HUAL",NA,"22/10/2003","Baza",NA,NA,NA,"J. Cabello",NA,NA,"HUAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3033721976","Ononis tridentata L.",37.11,-2.11,"cdc,gass84,mdativ,colmano,inmafu","834f1756-f762-11e1-a439-00145eb45e9a","cb202839-87c6-456a-821c-dc5b268a200f","2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6","6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862","ES","EML","2026-04-18T01:36:55.261+00:00","2026-04-23T23:49:23.758+00:00",326,"PRESERVED_SPECIMEN",NA,"PRESENT",2977272,6,7707728,220,1370,5386,2977094,2977272,2977272,"Ononis tridentata L.","Plantae","Tracheophyta","Fabales","Fabaceae","Ononis","Ononis tridentata","Ononis","tridentata","SPECIES","ACCEPTED",7369,NA,NA,"EUROPE","Almeria",2002,3,17,"2002-03-17",76,76,NA,"2026-04-23T23:49:23.758+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"BCN 99127","none","none",FALSE,NA,"Col·lecció de Cormòfits de l'herbari BCN","Lluent Vallet, Artur; Pérez Haase, Aaron & Galbany Casals, Mercè","none","WGS84","Magnoliopsida","ES","none","none","EUROPE","Spain","EUROPE","BCN 99127","99127",NA,NA,"BCN","350","Sorbas","3033721976",NA,"Corm","BCN 99127",NA,"Ononis tridentata L.",NA,"5db0342e-533f-461c-a97e-0ec9dc79a95c",NA,NA,"BCN-Cormophyta","Matollar gipsícola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CRAI CeDocBiV - Universitat de Barcelona","UB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ononis tridentata L.","95634",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3033615294","Ononis tridentata L.",41.23,0.75,"cdc,gass84,mdativ,colmano,inmafu","834f1756-f762-11e1-a439-00145eb45e9a","cb202839-87c6-456a-821c-dc5b268a200f","2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6","6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862","ES","EML","2026-04-18T01:36:55.261+00:00","2026-04-23T23:49:11.254+00:00",326,"PRESERVED_SPECIMEN",NA,"PRESENT",2977272,6,7707728,220,1370,5386,2977094,2977272,2977272,"Ononis tridentata L.","Plantae","Tracheophyta","Fabales","Fabaceae","Ononis","Ononis tridentata","Ononis","tridentata","SPECIES","ACCEPTED",707,340,0,"EUROPE","Tarragona",2002,5,30,"2002-05-30",150,150,NA,"2026-04-23T23:49:11.254+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"BCN 20142","none","none",FALSE,NA,"Col·lecció de Cormòfits de l'herbari BCN","Soriano Tomàs, Ignasi","none","WGS84","Magnoliopsida","ES","none","none","EUROPE","Spain","EUROPE","BCN 20142","20142",NA,NA,"BCN","350","El Priorat: Cabacés, solells cap al Mas del Roger","3033615294",NA,"Corm","BCN 20142",NA,"Ononis tridentata L.",NA,"5db0342e-533f-461c-a97e-0ec9dc79a95c",NA,NA,"BCN-Cormophyta","Brolles gipsícoles.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CRAI CeDocBiV - Universitat de Barcelona","UB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Priorat",NA,NA,NA,NA,NA,NA,NA,"Ononis tridentata L.","20062",NA,"ex BCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4530955598","Ononis tridentata L.",41.215246,0.793156,"cdc,cdround,cdpi,inmano","a4b7c71e-fc73-434e-a008-d63c222179d0","7b4f2f30-a456-11d9-8049-b8a03c50a862","2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6","6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862","ES","EML","2026-04-17T15:02:28.711+00:00","2026-04-24T02:23:59.962+00:00",415,"PRESERVED_SPECIMEN",NA,"PRESENT",2977272,6,7707728,220,1370,5386,2977094,2977272,2977272,"Ononis tridentata L.","Plantae","Tracheophyta","Fabales","Fabaceae","Ononis","Ononis tridentata","Ononis","tridentata","SPECIES","ACCEPTED",NA,NA,NA,"EUROPE",NA,2002,5,30,"2002-05-30",150,150,"2024-01-08T00:00:00.000+00:00","2026-04-24T02:23:59.962+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"BDBC-C.6833.0.102027.28566","none","none",FALSE,"doi:10.15470/fzwiiu","FloraCAT: Banco de datos de los cormófitos de Cataluña","Soriano TomÃ s, Ignasi, BCN 20142, () 3","none","WGS84","Magnoliopsida","ES","none","none","EUROPE","Spain","EUROPE","BDBC-C.6833.0.102027.28566","BCN 20142",NA,NA,"BDBC","421","El Priorat: CabacÃ©s, solells cap al Mas del Roger. Priorat. Tarragona","4530955598","es","BDBC-Floracat","BDBC-C.6833.0.102027.28566","Dataset","Ononis tridentata L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soriano TomÃ s, Ignasi",NA,NA,"BDBC",NA,NA,NA,NA,NA,NA,"Generalitat de Catalunya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original","Catalonia","UTM","{""percentNN"":0.9779,""countNN"":354,""distanceNN"":0.09}","C000500","Ononis tridentata L.","C000500","BCN (2017). Plecs Herbari BCN. CEDOCBIV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"340",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2521363203","Ononis tridentata L.",41.77,1.38,"gass84,mdativ,rdativ,inmano","838475f4-f762-11e1-a439-00145eb45e9a","6f3ccc65-0a54-4e65-ae7e-13b92d618e7c","2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6","6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862","ES","EML","2026-05-14T18:31:27.870+00:00","2026-05-19T13:30:22.670+00:00",396,"PRESERVED_SPECIMEN",NA,"PRESENT",2977272,6,7707728,220,1370,5386,2977094,2977272,2977272,"Ononis tridentata L.","Plantae","Tracheophyta","Fabales","Fabaceae","Ononis","Ononis tridentata","Ononis","tridentata","SPECIES","ACCEPTED",7071.07,400,0,"EUROPE","Lleida",2002,6,7,"2002-06-07",158,158,NA,"2026-05-19T13:30:22.670+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"BBC09041-2F04-4633-AF80-94F4D686A9AF","none","none",TRUE,NA,"Institut Botànic de Barcelona (CSIC-CMCNB) – BC","N. Ibáñez & E. Carrillo","none","WGS84","Magnoliopsida","ES","none","none","EUROPE","Spain","EUROPE","BBC09041-2F04-4633-AF80-94F4D686A9AF","BC-972057","6f3ccc65-0a54-4e65-ae7e-13b92d618e7c",NA,"BC","410","carretera entre Castellfollit i Torà","2521363203",NA,"BC","BBC09041-2F04-4633-AF80-94F4D686A9AF",NA,"Ononis tridentata L.",NA,NA,NA,"Herbarium specimen","BC","substrat guixos","07/06/2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last label",NA,NA,NA,NA,"Inventari Nº 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4529410753","Ononis tridentata L.",41.765364,1.37589,"cdc,cdround,cdpi,inmano","a4b7c71e-fc73-434e-a008-d63c222179d0","7b4f2f30-a456-11d9-8049-b8a03c50a862","2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6","6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862","ES","EML","2026-04-17T15:02:28.711+00:00","2026-04-24T02:24:19.177+00:00",415,"PRESERVED_SPECIMEN",NA,"PRESENT",2977272,6,7707728,220,1370,5386,2977094,2977272,2977272,"Ononis tridentata L.","Plantae","Tracheophyta","Fabales","Fabaceae","Ononis","Ononis tridentata","Ononis","tridentata","SPECIES","ACCEPTED",NA,NA,NA,"EUROPE",NA,2002,6,7,"2002-06-07",158,158,"2024-01-08T00:00:00.000+00:00","2026-04-24T02:24:19.177+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"BDBC-C.2211.0.96374.28906","none","none",TRUE,"doi:10.15470/fzwiiu","FloraCAT: Banco de datos de los cormófitos de Cataluña","N. IbÃ¡Ã±ez & E. Carrillo, BC-972057, * 3","none","WGS84","Magnoliopsida","ES","none","none","EUROPE","Spain","EUROPE","BDBC-C.2211.0.96374.28906","BC-972057",NA,NA,"BDBC","421","carretera entre Castellfollit i TorÃ  [ESP [Lleida]: carretera entre Castellfollit i TorÃ ]","4529410753","es","BDBC-Floracat","BDBC-C.2211.0.96374.28906","Dataset","Ononis tridentata L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N. IbÃ¡Ã±ez & E. Carrillo",NA,NA,"BDBC",NA,NA,NA,NA,NA,NA,"Generalitat de Catalunya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original","Catalonia","UTM","{""percentNN"":0.9779,""countNN"":354,""distanceNN"":0.09}","C000500","Ononis tridentata L.","C000500","Institut BotÃ nic de Barcelona. (2018). Plecs Herbari BC. Institut BotÃ nic de Barcelona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"400",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2592095047","Ononis tridentata L.",41.23,-1.8,"cdc,gass84,colmafu,inmafu","835613da-f762-11e1-a439-00145eb45e9a","a7ae8a07-cb3f-42e6-8f4e-22868f8cdb27","2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6","6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862","ES","EML","2026-04-18T01:37:25.210+00:00","2026-04-29T14:10:38.597+00:00",344,"PRESERVED_SPECIMEN",NA,"PRESENT",2977272,6,7707728,220,1370,5386,2977094,2977272,2977272,"Ononis tridentata L.","Plantae","Tracheophyta","Fabales","Fabaceae","Ononis","Ononis tridentata","Ononis","tridentata","SPECIES","ACCEPTED",707,700,0,"EUROPE","Zaragoza",2002,9,30,"2002-09-30",273,273,"2012-06-22T11:48:21.000+00:00","2026-04-29T14:10:38.597+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"5646B29F-DAB7-4666-B84E-E3EE42BB4724","none","none",TRUE,NA,"Herbario de la Facultad de Farmacia de la Universidad Complutense de Madrid (MAF)","M. Ladero, A. Amor & F. J. Glez.","none","WGS84","Magnoliopsida","ES","none","none","EUROPE","Spain","EUROPE","5646B29F-DAB7-4666-B84E-E3EE42BB4724","171109-1",NA,NA,"MAF","350","Nuévalos, cerro Colorado","2592095047","es","MAF","5646B29F-DAB7-4666-B84E-E3EE42BB4724","PhysicalObject","Ononis tridentata L.",NA,"80a05c0a-8097-45ea-9554-004144d588a3","b33fcd4a-da2d-4e10-869a-6dfb9d6effc0",NA,"MAF","matorral basófilo sobre yesos","30-09-2002",NA,NA,NA,NA,"M. Ladero & al.",NA,NA,"MAF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3855067948","Ononis tridentata L.",41.23,-1.8,"cdc,gass84,osiic","6a7575fa-ae03-4ba3-b322-2da15b5033e2","d68c4230-a271-11d8-a9b3-b8a03c50a862","2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6","6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862","ES","EML","2026-04-17T19:28:29.248+00:00","2026-04-24T04:39:31.441+00:00",394,"PRESERVED_SPECIMEN",1,"PRESENT",2977272,6,7707728,220,1370,5386,2977094,2977272,2977272,"Ononis tridentata L.","Plantae","Tracheophyta","Fabales","Fabaceae","Ononis","Ononis tridentata","Ononis","tridentata","SPECIES","ACCEPTED",707,700,0,"EUROPE","Zaragoza",2002,9,30,"2002-09-30",273,273,"2022-06-24T10:36:01.000+00:00","2026-04-24T04:39:31.441+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"68709832-B803-4B33-8478-33CFD2FDD319","none","none",TRUE,NA,"Herbario de la Universidad de Granada: Colección GDA-Fanerogamia","M. Ladero, A. Amor & F.J. González","none","WGS84","Magnoliopsida","ES","none","none","EUROPE","Spain","EUROPE","68709832-B803-4B33-8478-33CFD2FDD319","58013-1","https://www.gbif.org/grscicoll/institution/a46ced27-ecc3-43df-981f-d6de329f50b4",NA,"GDA","400","Zaragoza, Nuévalos, Cerro Colorado","3855067948","es","GDA-Fanero","68709832-B803-4B33-8478-33CFD2FDD319","PhysicalObject","Ononis tridentata L.",NA,"a46ced27-ecc3-43df-981f-d6de329f50b4","82d87a2a-f701-46ca-a1c0-292e83fc790a","Pliego",NA,"matorral basófilo sobre yesos.","30/09/2002",NA,"in collection",NA,NA,"M. Ladero & col.",NA,NA,NA,NA,NA,NA,NA,0,0,"Herbarium University of Granada, Spain","GDA",NA,"https://www.gbif.org/grscicoll/collection/82d87a2a-f701-46ca-a1c0-292e83fc790a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30974557","Ononis tridentata L.",41.97,0.6,"cdc,gass84,osiic,colmafu,inmafu","835852b2-f762-11e1-a439-00145eb45e9a","30b36805-4849-4abb-a39c-01b3a7fa3f2e","2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6","6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862","ES","EML","2026-04-18T01:37:27.890+00:00","2026-04-24T04:49:58.048+00:00",354,"PRESERVED_SPECIMEN",1,"PRESENT",2977272,6,7707728,220,1370,5386,2977094,2977272,2977272,"Ononis tridentata L.","Plantae","Tracheophyta","Fabales","Fabaceae","Ononis","Ononis tridentata","Ononis","tridentata","SPECIES","ACCEPTED",707,540,0,"EUROPE","Huesca",2002,10,29,"2002-10-29",302,302,"2016-08-02T12:39:02.000+00:00","2026-04-24T04:49:58.048+00:00","http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,"F21445BA-AAFA-445E-9A7F-F83C732CF045","none","none",FALSE,NA,NA,"M.B.Crespo, A.Juan & B.Coca","none","WGS84","Magnoliopsida","ES","none","none","EUROPE","Spain","EUROPE","F21445BA-AAFA-445E-9A7F-F83C732CF045","46207-1",NA,NA,"ABH","360","Estopiñán del Castillo; embalse de Santa Ana, prox.","30974557",NA,"ABH","F21445BA-AAFA-445E-9A7F-F83C732CF045",NA,"Ononis tridentata L.",NA,"8aa53465-012a-4394-bc5a-5f99beee1ce7","189e886d-b24c-4f29-8ee3-3827e567e7df",NA,"ABH",NA,"29/10/2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30974558","Ononis tridentata L.",41.85,0.52,"cdc,gass84,osiic,colmafu,inmafu","835852b2-f762-11e1-a439-00145eb45e9a","30b36805-4849-4abb-a39c-01b3a7fa3f2e","2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6","6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862","ES","EML","2026-04-18T01:37:27.890+00:00","2026-04-24T04:49:24.609+00:00",354,"PRESERVED_SPECIMEN",1,"PRESENT",2977272,6,7707728,220,1370,5386,2977094,2977272,2977272,"Ononis tridentata L.","Plantae","Tracheophyta","Fabales","Fabaceae","Ononis","Ononis tridentata","Ononis","tridentata","SPECIES","ACCEPTED",707,400,0,"EUROPE","Huesca",2002,10,29,"2002-10-29",302,302,"2016-09-02T13:01:32.000+00:00","2026-04-24T04:49:24.609+00:00","http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,"275FA3B1-2162-44A1-BA89-2ACF9E1BCDA8","none","none",FALSE,NA,NA,"M.B.Crespo, A.Juan & B.Coca","none","WGS84","Magnoliopsida","ES","none","none","EUROPE","Spain","EUROPE","275FA3B1-2162-44A1-BA89-2ACF9E1BCDA8","46215-1",NA,NA,"ABH","360","Albelda","30974558",NA,"ABH","275FA3B1-2162-44A1-BA89-2ACF9E1BCDA8",NA,"Ononis tridentata L.",NA,"8aa53465-012a-4394-bc5a-5f99beee1ce7","189e886d-b24c-4f29-8ee3-3827e567e7df",NA,"ABH",NA,"29/10/2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30974559","Ononis tridentata L.",42.37,0.79,"cdc,gass84,txmathi,osiic,colmafu,inmafu","835852b2-f762-11e1-a439-00145eb45e9a","30b36805-4849-4abb-a39c-01b3a7fa3f2e","2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6","6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862","ES","EML","2026-04-18T01:37:27.890+00:00","2026-04-24T04:49:44.268+00:00",354,"PRESERVED_SPECIMEN",1,"PRESENT",2977272,6,7707728,220,1370,5386,2977094,2977272,2977272,"Ononis tridentata L.","Plantae","Tracheophyta","Fabales","Fabaceae","Ononis","Ononis tridentata","Ononis","tridentata","SPECIES","ACCEPTED",707,900,0,"EUROPE","Lerida",2002,10,27,"2002-10-27",300,300,"2016-08-02T12:17:57.000+00:00","2026-04-24T04:49:44.268+00:00","http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,"F1828D93-1904-4D4A-92F6-096C75EE31C1","none","none",FALSE,NA,NA,"M.B.Crespo, A.Juan & B.Coca","none","WGS84","Magnoliopsida","ES","none","none","EUROPE","Spain","EUROPE","F1828D93-1904-4D4A-92F6-096C75EE31C1","46220-1",NA,NA,"ABH","360","Tremp; collado de Montllovar, prox.","30974559",NA,"ABH","F1828D93-1904-4D4A-92F6-096C75EE31C1",NA,"Ononis tridentata L.",NA,"8aa53465-012a-4394-bc5a-5f99beee1ce7","189e886d-b24c-4f29-8ee3-3827e567e7df",NA,"ABH",NA,"27/10/2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MUESTRA TESTIGO ANALISIS GENETICOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30974561","Ononis tridentata L.",41.94,0.54,"cdc,gass84,osiic,colmafu,inmafu","835852b2-f762-11e1-a439-00145eb45e9a","30b36805-4849-4abb-a39c-01b3a7fa3f2e","2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6","6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862","ES","EML","2026-04-18T01:37:27.890+00:00","2026-04-24T04:49:09.649+00:00",354,"PRESERVED_SPECIMEN",1,"PRESENT",2977272,6,7707728,220,1370,5386,2977094,2977272,2977272,"Ononis tridentata L.","Plantae","Tracheophyta","Fabales","Fabaceae","Ononis","Ononis tridentata","Ononis","tridentata","SPECIES","ACCEPTED",707,580,0,"EUROPE","Huesca",2002,10,29,"2002-10-29",302,302,"2016-09-02T13:03:37.000+00:00","2026-04-24T04:49:09.649+00:00","http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,"B04185DD-FC52-43F6-B848-DC8549884AD1","none","none",FALSE,NA,NA,"M.B.Crespo, A.Juan & B.Coca","none","WGS84","Magnoliopsida","ES","none","none","EUROPE","Spain","EUROPE","B04185DD-FC52-43F6-B848-DC8549884AD1","46263-1",NA,NA,"ABH","360","Camporrélls","30974561",NA,"ABH","B04185DD-FC52-43F6-B848-DC8549884AD1",NA,"Ononis tridentata L.",NA,"8aa53465-012a-4394-bc5a-5f99beee1ce7","189e886d-b24c-4f29-8ee3-3827e567e7df",NA,"ABH",NA,"29/10/2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
